,club_name,player_name,age,position,club_involved_name,fee,fee_converted,transfer_movement,transfer_period,league_name,year,season
3285,OGC Nice,Ederson,20.0,Attacking Midfield,Juventude,£6.75m,12.1904056134,in,Summer,Ligue 1,2006,2006/2007
3286,OGC Nice,Matt Moussilou,24.0,Striker,LOSC Lille,£3.60m,6.50154966048,in,Summer,Ligue 1,2006,2006/2007
3287,OGC Nice,Cédric Kanté,26.0,Centre-Back,R. Strasbourg,£900Th.,1.62538741512,in,Summer,Ligue 1,2006,2006/2007
3288,OGC Nice,David Bellion,23.0,Striker,Man Utd,£450Th.,0.81269370756,in,Summer,Ligue 1,2006,2006/2007
3289,OGC Nice,Olivier Veigneau,21.0,Left-Back,Monaco,Loan fee:£135Th.,0.24380811226800003,in,Summer,Ligue 1,2006,2006/2007
3290,FC Toulouse,Johan Elmander,25.0,Striker,Bröndby IF,£4.50m,8.1269370756,in,Summer,Ligue 1,2006,2006/2007
3291,FC Toulouse,Laurent Batlles,30.0,Attacking Midfield,Marseille,£810Th.,1.4628486736080002,in,Summer,Ligue 1,2006,2006/2007
3292,FC Girondins Bordeaux,Johan Micoud,32.0,Attacking Midfield,Werder Bremen,£2.70m,4.876162245360001,in,Summer,Ligue 1,2006,2006/2007
3293,FC Nantes,Christian Wilhelmsson,26.0,Right Winger,RSC Anderlecht,£2.97m,5.363778469896001,in,Summer,Ligue 1,2006,2006/2007
3294,FC Nantes,Vladimir Stojkovic,22.0,Goalkeeper,Red Star,£900Th.,1.62538741512,in,Summer,Ligue 1,2006,2006/2007
3295,AS Nancy-Lorraine,Tosin Dosunmu,25.0,Right Winger,Austria Vienna,£1.35m,2.4380811226800003,in,Summer,Ligue 1,2006,2006/2007
3296,AS Nancy-Lorraine,Issiar Dia,19.0,Right Winger,Amiens SC,£1.17m,2.113003639656,in,Summer,Ligue 1,2006,2006/2007
3297,AS Nancy-Lorraine,Damián Macaluso,26.0,Centre-Back,Sambenedettese,£270Th.,0.48761622453600006,in,Summer,Ligue 1,2006,2006/2007
3298,Le Mans Union Club 72,Paulo André,22.0,Centre-Back,Atlético-PR,£4.05m,7.31424336804,in,Summer,Ligue 1,2006,2006/2007
3299,Le Mans Union Club 72,Jean Calvé,22.0,Right-Back,FC Sochaux,£900Th.,1.62538741512,in,Summer,Ligue 1,2006,2006/2007
3300,ES Troyes AC,Florian Boucansaud,25.0,Centre-Back,OGC Nice,£1.80m,3.25077483024,in,Summer,Ligue 1,2006,2006/2007
3301,ES Troyes AC,Marek Saganowski,27.0,Striker,Vit. Guimarães,£1.44m,2.6006198641919998,in,Summer,Ligue 1,2006,2006/2007
3302,ES Troyes AC,David Gigliotti,21.0,Striker,Monaco,Loan fee:£270Th.,0.48761622453600006,in,Summer,Ligue 1,2006,2006/2007
3303,CS Sedan-Ardennes,Nicolas Maurice-Belay,21.0,Left Winger,Monaco,Loan fee:£135Th.,0.24380811226800003,in,Summer,Ligue 1,2006,2006/2007
3304,FC Lorient,Hamed Namouchi,22.0,Attacking Midfield,Rangers,£675Th.,1.2190405613400002,in,Summer,Ligue 1,2006,2006/2007
3305,FC Lorient,Anis Ayari,24.0,Left-Back,Samsunspor,£360Th.,0.6501549660479999,in,Summer,Ligue 1,2006,2006/2007
3306,FC Lorient,Ulrich Le Pen,32.0,Left Winger,R. Strasbourg,£180Th.,0.32507748302399997,in,Summer,Ligue 1,2006,2006/2007
3307,Valenciennes FC,Nicolas Penneteau,25.0,Goalkeeper,SC Bastia,£1.35m,2.4380811226800003,in,Summer,Ligue 1,2006,2006/2007
3308,Valenciennes FC,Sébastien Roudet,25.0,Attacking Midfield,OGC Nice,£810Th.,1.4628486736080002,in,Summer,Ligue 1,2006,2006/2007
3309,Valenciennes FC,Eric Hassli,25.0,Striker,FC St. Gallen,£720Th.,1.3003099320959999,in,Summer,Ligue 1,2006,2006/2007
3310,Valenciennes FC,Florin Bratu,26.0,Striker,FC Nantes,Loan fee:£450Th.,0.81269370756,in,Summer,Ligue 1,2006,2006/2007
3311,Olympique Lyon,Fábio Santos,26.0,Defensive Midfield,Cruzeiro,£3.78m,6.826627143504,in,Winter,Ligue 1,2006,2006/2007
3312,LOSC Lille,Ludovic Obraniak,22.0,Attacking Midfield,FC Metz,£1.08m,1.9504648981440003,in,Winter,Ligue 1,2006,2006/2007
3313,LOSC Lille,Émerson Conceição,20.0,Left-Back,JMalucelli,£405Th.,0.7314243368040001,in,Winter,Ligue 1,2006,2006/2007
3314,AS Monaco,Juan Pablo Pino,19.0,Right Winger,Indep. Medellín,£2.70m,4.876162245360001,in,Winter,Ligue 1,2006,2006/2007
3315,AS Monaco,Frédéric Piquionne,28.0,Striker,Saint-Étienne,Loan fee:£900Th.,1.62538741512,in,Winter,Ligue 1,2006,2006/2007
3316,Stade Rennais FC,Olivier Thomert,26.0,Left Winger,Lens,£4.05m,7.31424336804,in,Winter,Ligue 1,2006,2006/2007
3317,Stade Rennais FC,Julian Esteban,20.0,Striker,Servette FC,£1.80m,3.25077483024,in,Winter,Ligue 1,2006,2006/2007
3318,Olympique Marseille,Sébastien Mate,35.0,Goalkeeper,Entente SSG,£338Th.,0.6104232736784,in,Winter,Ligue 1,2006,2006/2007
3319,RC Lens,Milan Bisevac,23.0,Centre-Back,Red Star,£3.69m,6.664088401992,in,Winter,Ligue 1,2006,2006/2007
3320,RC Lens,Olivier Monterrubio,30.0,Left Winger,Stade Rennais,£1.35m,2.4380811226800003,in,Winter,Ligue 1,2006,2006/2007
3321,RC Lens,Damian Tixier,26.0,Left-Back,Leiria,£180Th.,0.32507748302399997,in,Winter,Ligue 1,2006,2006/2007
3322,AJ Auxerre,Olivier Sorin,25.0,Goalkeeper,AS Nancy,£1.17m,2.113003639656,in,Winter,Ligue 1,2006,2006/2007
3323,Paris Saint-Germain,Péguy Luyindula,27.0,Striker,Marseille,£3.60m,6.50154966048,in,Winter,Ligue 1,2006,2006/2007
3324,Paris Saint-Germain,Jérémy Clément,22.0,Defensive Midfield,Rangers,£1.80m,3.25077483024,in,Winter,Ligue 1,2006,2006/2007
3325,FC Toulouse,Pavel Fort,23.0,Striker,Slavia Prague,£900Th.,1.62538741512,in,Winter,Ligue 1,2006,2006/2007
3326,FC Girondins Bordeaux,Fernando Cavenaghi,23.0,Striker,Spartak Moscow,£8.10m,14.62848673608,in,Winter,Ligue 1,2006,2006/2007
3327,FC Nantes,Luigi Pieroni,26.0,Striker,AJ Auxerre,£2.25m,4.0634685378,in,Winter,Ligue 1,2006,2006/2007
3328,AS Nancy-Lorraine,Marc-Antoine Fortuné,25.0,Striker,FC Utrecht,£2.07m,3.738391054776,in,Winter,Ligue 1,2006,2006/2007
3329,AS Nancy-Lorraine,Youssouf Hadji,26.0,Striker,Stade Rennais,£1.44m,2.6006198641919998,in,Winter,Ligue 1,2006,2006/2007
3330,AS Nancy-Lorraine,Damien Grégorini,27.0,Goalkeeper,OGC Nice,£720Th.,1.3003099320959999,in,Winter,Ligue 1,2006,2006/2007
3331,Bayern Munich,Lukas Podolski,21.0,Second Striker,1. FC Köln,£9.00m,16.2538741512,in,Summer,Bundesliga,2006,2006/2007
3332,Bayern Munich,Daniel Van Buyten,28.0,Centre-Back,Hamburger SV,£7.20m,13.00309932096,in,Summer,Bundesliga,2006,2006/2007
3333,Bayern Munich,Mark van Bommel,29.0,Defensive Midfield,FC Barcelona,£5.40m,9.752324490720001,in,Summer,Bundesliga,2006,2006/2007
3334,SV Werder Bremen,Diego,21.0,Attacking Midfield,FC Porto,£5.40m,9.752324490720001,in,Summer,Bundesliga,2006,2006/2007
3335,SV Werder Bremen,Per Mertesacker,21.0,Centre-Back,Hannover 96,£4.23m,7.639320851064001,in,Summer,Bundesliga,2006,2006/2007
3336,SV Werder Bremen,Hugo Almeida,22.0,Striker,FC Porto,Loan fee:£900Th.,1.62538741512,in,Summer,Bundesliga,2006,2006/2007
3337,SV Werder Bremen,Christian Vander,25.0,Goalkeeper,VfL Bochum,£180Th.,0.32507748302399997,in,Summer,Bundesliga,2006,2006/2007
3338,Hamburger SV,Vincent Kompany,20.0,Centre-Back,RSC Anderlecht,£9.45m,17.06656785876,in,Summer,Bundesliga,2006,2006/2007
3339,Hamburger SV,Joris Mathijsen,26.0,Centre-Back,AZ Alkmaar,£5.40m,9.752324490720001,in,Summer,Bundesliga,2006,2006/2007
3340,Hamburger SV,Boubacar Sanogo,23.0,Striker,1.FC K'lautern,£3.42m,6.1764721774560005,in,Summer,Bundesliga,2006,2006/2007
3341,Hamburger SV,Juan Pablo Sorín,30.0,Left-Back,Villarreal,£2.70m,4.876162245360001,in,Summer,Bundesliga,2006,2006/2007
3342,Hamburger SV,Paolo Guerrero,22.0,Striker,Bayern Munich,£2.25m,4.0634685378,in,Summer,Bundesliga,2006,2006/2007
3343,Hamburger SV,Danijel Ljuboja,27.0,Striker,VfB Stuttgart,Loan fee:£765Th.,1.381579302852,in,Summer,Bundesliga,2006,2006/2007
3344,Bayer 04 Leverkusen,Stefan Kießling,22.0,Striker,1.FC Nuremberg,£5.85m,10.56501819828,in,Summer,Bundesliga,2006,2006/2007
3345,Bayer 04 Leverkusen,Karim Haggui,22.0,Centre-Back,R. Strasbourg,£2.50m,4.514965042,in,Summer,Bundesliga,2006,2006/2007
3346,Hertha BSC,Marko Pantelic,27.0,Striker,Red Star,£2.34m,4.226007279312,in,Summer,Bundesliga,2006,2006/2007
3347,Hertha BSC,Srdjan Lakic,22.0,Striker,Kamen Ingrad,£450Th.,0.81269370756,in,Summer,Bundesliga,2006,2006/2007
3348,Borussia Dortmund,Nelson Haedo Valdez,22.0,Striker,Werder Bremen,£4.23m,7.639320851064001,in,Summer,Bundesliga,2006,2006/2007
3349,Borussia Dortmund,Alex Frei,26.0,Striker,Stade Rennais,£3.69m,6.664088401992,in,Summer,Bundesliga,2006,2006/2007
3350,Borussia Dortmund,Tinga,28.0,Central Midfield,Internacional,£2.61m,4.713623503848,in,Summer,Bundesliga,2006,2006/2007
3351,1.FC Nuremberg,Gláuber,22.0,Centre-Back,Palmeiras,£450Th.,0.81269370756,in,Summer,Bundesliga,2006,2006/2007
3352,1.FC Nuremberg,Leon Benko,22.0,Striker,Varteks,£360Th.,0.6501549660479999,in,Summer,Bundesliga,2006,2006/2007
3353,1.FC Nuremberg,Ralf Schmidt,20.0,Left-Back,Carl Zeiss Jena,£180Th.,0.32507748302399997,in,Summer,Bundesliga,2006,2006/2007
3354,1.FC Nuremberg,Petar Jelic,19.0,Striker,Modrica Maxima,£90Th.,0.16253874151199998,in,Summer,Bundesliga,2006,2006/2007
3355,VfB Stuttgart,Ricardo Osorio,26.0,Right-Back,CD Cruz Azul,£3.15m,5.688855952920001,in,Summer,Bundesliga,2006,2006/2007
3356,VfB Stuttgart,Arthur Boka,23.0,Left-Back,R. Strasbourg,£2.70m,4.876162245360001,in,Summer,Bundesliga,2006,2006/2007
3357,VfB Stuttgart,Alexander Farnerud,22.0,Central Midfield,R. Strasbourg,£1.80m,3.25077483024,in,Summer,Bundesliga,2006,2006/2007
3358,VfB Stuttgart,Danijel Ljuboja,27.0,Striker,Paris SG,£1.80m,3.25077483024,in,Summer,Bundesliga,2006,2006/2007
3359,VfB Stuttgart,Antônio da Silva,28.0,Attacking Midfield,1.FSV Mainz 05,£1.35m,2.4380811226800003,in,Summer,Bundesliga,2006,2006/2007
3360,VfB Stuttgart,Roberto Hilbert,21.0,Right-Back,Greuther Fürth,£1.17m,2.113003639656,in,Summer,Bundesliga,2006,2006/2007
3361,VfB Stuttgart,Pável Pardo,29.0,Defensive Midfield,América,£900Th.,1.62538741512,in,Summer,Bundesliga,2006,2006/2007
3362,Borussia Mönchengladbach,Federico Insúa,26.0,Attacking Midfield,Boca Juniors,£4.05m,7.31424336804,in,Summer,Bundesliga,2006,2006/2007
3363,Borussia Mönchengladbach,David Degen,23.0,Right Winger,FC Basel,£900Th.,1.62538741512,in,Summer,Bundesliga,2006,2006/2007
3364,Borussia Mönchengladbach,Christofer Heimeroth,24.0,Goalkeeper,FC Schalke 04,£675Th.,1.2190405613400002,in,Summer,Bundesliga,2006,2006/2007
3365,Borussia Mönchengladbach,Sebastian Svärd,23.0,Defensive Midfield,Arsenal,£270Th.,0.48761622453600006,in,Summer,Bundesliga,2006,2006/2007
3366,Borussia Mönchengladbach,Michael Delura,21.0,Right Winger,FC Schalke 04,Loan fee:£90Th.,0.16253874151199998,in,Summer,Bundesliga,2006,2006/2007
3367,1.FSV Mainz 05,Edú,24.0,Striker,VfL Bochum,£900Th.,1.62538741512,in,Summer,Bundesliga,2006,2006/2007
3368,1.FSV Mainz 05,Chadli Amri,21.0,Right Winger,Saarbrücken,£450Th.,0.81269370756,in,Summer,Bundesliga,2006,2006/2007
3369,1.FSV Mainz 05,Imre Szabics,25.0,Second Striker,1. FC Köln,£225Th.,0.40634685378,in,Summer,Bundesliga,2006,2006/2007
3370,1.FSV Mainz 05,Mimoun Azaouagh,23.0,Attacking Midfield,FC Schalke 04,Loan fee:£135Th.,0.24380811226800003,in,Summer,Bundesliga,2006,2006/2007
3371,Hannover 96,Gunnar Heidar Thorvaldsson,24.0,Striker,Halmstad,£450Th.,0.81269370756,in,Summer,Bundesliga,2006,2006/2007
3372,Hannover 96,Erik Jendrisek,19.0,Striker,Ruzomberok,Loan fee:£450Th.,0.81269370756,in,Summer,Bundesliga,2006,2006/2007
3373,Hannover 96,Szabolcs Huszti,23.0,Central Midfield,FC Metz,£270Th.,0.48761622453600006,in,Summer,Bundesliga,2006,2006/2007
3374,Hannover 96,Christoffer Andersson,27.0,Right-Back,Lillestrøm SK,£180Th.,0.32507748302399997,in,Summer,Bundesliga,2006,2006/2007
3375,Arminia Bielefeld,Christian Eigler,22.0,Right Winger,Greuther Fürth,£900Th.,1.62538741512,in,Summer,Bundesliga,2006,2006/2007
3376,Arminia Bielefeld,Marcel Ndjeng,24.0,Right Winger,SC Paderborn,£450Th.,0.81269370756,in,Summer,Bundesliga,2006,2006/2007
3377,Arminia Bielefeld,Jonas Kamper,23.0,Right Winger,Bröndby IF,£360Th.,0.6501549660479999,in,Summer,Bundesliga,2006,2006/2007
3378,Eintracht Frankfurt,Michael Thurk,30.0,Striker,1.FSV Mainz 05,£1.35m,2.4380811226800003,in,Summer,Bundesliga,2006,2006/2007
3379,Eintracht Frankfurt,Naohiro Takahara,27.0,Striker,Hamburger SV,£675Th.,1.2190405613400002,in,Summer,Bundesliga,2006,2006/2007
3380,VfL Wolfsburg,Jonathan Santana,24.0,Central Midfield,River Plate,£3.24m,5.851394694432001,in,Summer,Bundesliga,2006,2006/2007
3381,VfL Wolfsburg,Jacek Krzynowek,30.0,Left Winger,Bay. Leverkusen,£1.22m,2.203302940496,in,Summer,Bundesliga,2006,2006/2007
3382,VfL Wolfsburg,Alexander Madlung,23.0,Centre-Back,Hertha BSC,£1.17m,2.113003639656,in,Summer,Bundesliga,2006,2006/2007
3383,VfL Wolfsburg,Isaac Boakye,24.0,Striker,Arm. Bielefeld,£1.08m,1.9504648981440003,in,Summer,Bundesliga,2006,2006/2007
3384,VfL Bochum,Ivo Ilicevic,19.0,Left Winger,SV Darmstadt 98,£540Th.,0.9752324490720001,in,Summer,Bundesliga,2006,2006/2007
3385,VfL Bochum,Theofanis Gekas,26.0,Striker,Panathinaikos,Loan fee:£450Th.,0.81269370756,in,Summer,Bundesliga,2006,2006/2007
3386,VfL Bochum,Benjamin Lense,27.0,Right-Back,1.FC Nuremberg,£180Th.,0.32507748302399997,in,Summer,Bundesliga,2006,2006/2007
3387,Alemannia Aachen,Matthias Lehmann,23.0,Defensive Midfield,1860 Munich,£810Th.,1.4628486736080002,in,Summer,Bundesliga,2006,2006/2007
3388,FC Energie Cottbus,Vlad Munteanu,25.0,Left Winger,Dinamo Bucarest,£180Th.,0.32507748302399997,in,Summer,Bundesliga,2006,2006/2007
3389,FC Energie Cottbus,Daniel Ziebig,23.0,Left-Back,Hamburger SV,£135Th.,0.24380811226800003,in,Summer,Bundesliga,2006,2006/2007
3390,FC Energie Cottbus,Stiven Rivic,20.0,Attacking Midfield,NK Istra,£122Th.,0.22033029404960003,in,Summer,Bundesliga,2006,2006/2007
3391,FC Energie Cottbus,Przemyslaw Trytko,18.0,Striker,Gwarek Zabrze,£45Th.,0.08126937075599999,in,Summer,Bundesliga,2006,2006/2007
3392,FC Energie Cottbus,Lukasz Kanik,18.0,Centre-Back,Gornik U19,£23Th.,0.041537678386400004,in,Summer,Bundesliga,2006,2006/2007
3393,SV Werder Bremen,Markus Rosenberg,24.0,Striker,Ajax,£2.70m,4.876162245360001,in,Winter,Bundesliga,2006,2006/2007
3394,SV Werder Bremen,Peter Niemeyer,23.0,Defensive Midfield,Twente FC,£405Th.,0.7314243368040001,in,Winter,Bundesliga,2006,2006/2007
3395,Hamburger SV,Ivica Olic,27.0,Striker,CSKA Moscow,£1.80m,3.25077483024,in,Winter,Bundesliga,2006,2006/2007
3396,Hamburger SV,Frank Rost,33.0,Goalkeeper,FC Schalke 04,£1.35m,2.4380811226800003,in,Winter,Bundesliga,2006,2006/2007
3397,Hamburger SV,Mathias Abel,25.0,Centre-Back,FC Schalke 04,Loan fee:£135Th.,0.24380811226800003,in,Winter,Bundesliga,2006,2006/2007
3398,Borussia Dortmund,Marcel Höttecke,19.0,Goalkeeper,Rot Weiss Ahlen,£450Th.,0.81269370756,in,Winter,Bundesliga,2006,2006/2007
3399,1.FC Nuremberg,Matthew Spiranovic,18.0,Centre-Back,A.I.S.,£45Th.,0.08126937075599999,in,Winter,Bundesliga,2006,2006/2007
3400,VfB Stuttgart,Benjamin Lauth,25.0,Striker,Hamburger SV,Loan fee:£360Th.,0.6501549660479999,in,Winter,Bundesliga,2006,2006/2007
3401,Borussia Mönchengladbach,Mikkel Thygesen,22.0,Central Midfield,FC Midtjylland,£1.76m,3.178535389568,in,Winter,Bundesliga,2006,2006/2007
3402,Borussia Mönchengladbach,Steve Gohouri,25.0,Centre-Back,BSC Young Boys,£1.35m,2.4380811226800003,in,Winter,Bundesliga,2006,2006/2007
3403,Borussia Mönchengladbach,Alexander Baumjohann,19.0,Attacking Midfield,FC Schalke 04,£225Th.,0.40634685378,in,Winter,Bundesliga,2006,2006/2007
3404,1.FSV Mainz 05,Mohamed Zidan,25.0,Second Striker,Werder Bremen,£2.52m,4.551084762336001,in,Winter,Bundesliga,2006,2006/2007
3405,1.FSV Mainz 05,Leon Andreasen,23.0,Central Midfield,Werder Bremen,Loan fee:£180Th.,0.32507748302399997,in,Winter,Bundesliga,2006,2006/2007
3406,Eintracht Frankfurt,Marcel Heller,20.0,Right Winger,Spfr. Siegen,£36Th.,0.06501549660480001,in,Winter,Bundesliga,2006,2006/2007
3407,VfL Wolfsburg,Marcelinho Paraíba,31.0,Attacking Midfield,Trabzonspor,£2.48m,4.478845321664,in,Winter,Bundesliga,2006,2006/2007
3408,VfL Bochum,Joël Epalle,28.0,Right Winger,Iraklis,£540Th.,0.9752324490720001,in,Winter,Bundesliga,2006,2006/2007
3409,VfL Bochum,Anthar Yahia,24.0,Centre-Back,OGC Nice,Loan fee:£45Th.,0.08126937075599999,in,Winter,Bundesliga,2006,2006/2007
3410,Real Sociedad,Diego Rivas,26.0,Central Midfield,Getafe,£3.15m,5.688855952920001,in,Summer,La Liga,2006,2006/2007
3411,Real Sociedad,Claudio Bravo,23.0,Goalkeeper,Colo Colo,£1.08m,1.9504648981440003,in,Summer,La Liga,2006,2006/2007
3412,Real Sociedad,Fábio Felicio,24.0,Central Midfield,Leiria,£270Th.,0.48761622453600006,in,Summer,La Liga,2006,2006/2007
3413,Gimnàstic de Tarragona,Óscar López,26.0,Right-Back,Real Betis,Loan fee:£180Th.,0.32507748302399997,in,Summer,La Liga,2006,2006/2007
3414,Getafe CF,Alexis Ruano,20.0,Centre-Back,Málaga CF,£2.25m,4.0634685378,in,Summer,La Liga,2006,2006/2007
3415,Getafe CF,Roberto Abbondanzieri,33.0,Goalkeeper,Boca Juniors,£1.35m,2.4380811226800003,in,Summer,La Liga,2006,2006/2007
3416,Getafe CF,Juan Albín,19.0,Attacking Midfield,Nacional,£270Th.,0.48761622453600006,in,Summer,La Liga,2006,2006/2007
3417,Levante UD,Nino,26.0,Striker,Elche CF,£1.35m,2.4380811226800003,in,Summer,La Liga,2006,2006/2007
3418,Levante UD,Meyong,25.0,Striker,Belenenses SAD,£1.08m,1.9504648981440003,in,Summer,La Liga,2006,2006/2007
3419,Levante UD,Álvaro,28.0,Centre-Back,Real Zaragoza,£810Th.,1.4628486736080002,in,Summer,La Liga,2006,2006/2007
3420,Levante UD,Mathieu Berson,26.0,Defensive Midfield,Aston Villa,£225Th.,0.40634685378,in,Summer,La Liga,2006,2006/2007
3421,Recreativo Huelva,Santi Cazorla,21.0,Central Midfield,Villarreal,£360Th.,0.6501549660479999,in,Summer,La Liga,2006,2006/2007
3422,Recreativo Huelva,Florent Sinama-Pongolle,21.0,Second Striker,Liverpool,Loan fee:£113Th.,0.20407641989840003,in,Summer,La Liga,2006,2006/2007
3423,Villarreal CF,Cani,24.0,Attacking Midfield,Real Zaragoza,£9.90m,17.87926156632,in,Summer,La Liga,2006,2006/2007
3424,Villarreal CF,Leandro Somoza,25.0,Defensive Midfield,Vélez Sarsfield,£3.60m,6.50154966048,in,Summer,La Liga,2006,2006/2007
3425,Villarreal CF,Pascal Cygan,32.0,Centre-Back,Arsenal,£2.61m,4.713623503848,in,Summer,La Liga,2006,2006/2007
3426,Valencia CF,Joaquín,25.0,Right Winger,Real Betis,£22.50m,40.634685378,in,Summer,La Liga,2006,2006/2007
3427,Valencia CF,Francesco Tavano,27.0,Striker,FC Empoli,£9.00m,16.2538741512,in,Summer,La Liga,2006,2006/2007
3428,Valencia CF,Asier del Horno,25.0,Left-Back,Chelsea,£6.75m,12.1904056134,in,Summer,La Liga,2006,2006/2007
3429,Valencia CF,Fernando Morientes,30.0,Striker,Liverpool,£4.50m,8.1269370756,in,Summer,La Liga,2006,2006/2007
3430,Valencia CF,Hugo Viana,23.0,Central Midfield,Newcastle,£2.07m,3.738391054776,in,Summer,La Liga,2006,2006/2007
3431,Celta de Vigo,Nenê,24.0,Attacking Midfield,Alavés,£3.60m,6.50154966048,in,Summer,La Liga,2006,2006/2007
3432,Celta de Vigo,Matías Lequi,25.0,Centre-Back,Lazio,£675Th.,1.2190405613400002,in,Summer,La Liga,2006,2006/2007
3433,Deportivo de La Coruña,Riki,25.0,Striker,Getafe,£4.18m,7.549021550224,in,Summer,La Liga,2006,2006/2007
3434,Deportivo de La Coruña,Antonio Barragán,19.0,Right-Back,Liverpool,£2.25m,4.0634685378,in,Summer,La Liga,2006,2006/2007
3435,Deportivo de La Coruña,Rodolfo Bodipo,28.0,Striker,Alavés,£1.80m,3.25077483024,in,Summer,La Liga,2006,2006/2007
3436,Deportivo de La Coruña,Álvaro Arbeloa,23.0,Right-Back,Real Madrid,£1.17m,2.113003639656,in,Summer,La Liga,2006,2006/2007
3437,Deportivo de La Coruña,Adrián López,18.0,Striker,Real Oviedo,£297Th.,0.5363778469896,in,Summer,La Liga,2006,2006/2007
3438,Deportivo de La Coruña,Fabián Estoyanoff,23.0,Right Winger,Valencia,Loan fee:£225Th.,0.40634685378,in,Summer,La Liga,2006,2006/2007
3439,Deportivo de La Coruña,Ángel Guirado,21.0,Striker,Córdoba CF,£45Th.,0.08126937075599999,in,Summer,La Liga,2006,2006/2007
3440,RCD Espanyol Barcelona,Jônatas,24.0,Central Midfield,Flamengo,£1.80m,3.25077483024,in,Summer,La Liga,2006,2006/2007
3441,RCD Espanyol Barcelona,Moha,28.0,Attacking Midfield,CA Osasuna,£270Th.,0.48761622453600006,in,Summer,La Liga,2006,2006/2007
3442,RCD Espanyol Barcelona,Mari Lacruz,28.0,Right-Back,Athletic,£270Th.,0.48761622453600006,in,Summer,La Liga,2006,2006/2007
3443,RCD Espanyol Barcelona,César Peixoto,26.0,Left Winger,FC Porto,Loan fee:£113Th.,0.20407641989840003,in,Summer,La Liga,2006,2006/2007
3444,Atlético Madrid,Sergio Agüero,18.0,Striker,Independiente,£19.53m,35.270906908104,in,Summer,La Liga,2006,2006/2007
3445,Atlético Madrid,Maniche,28.0,Central Midfield,Dynamo Moscow,£8.10m,14.62848673608,in,Summer,La Liga,2006,2006/2007
3446,Atlético Madrid,Georgios Seitaridis,25.0,Right-Back,Dynamo Moscow,£5.40m,9.752324490720001,in,Summer,La Liga,2006,2006/2007
3447,Atlético Madrid,Costinha,31.0,Defensive Midfield,Dynamo Moscow,£5.40m,9.752324490720001,in,Summer,La Liga,2006,2006/2007
3448,Atlético Madrid,Mariano Pernía,29.0,Left-Back,Getafe,£3.60m,6.50154966048,in,Summer,La Liga,2006,2006/2007
3449,Atlético Madrid,Mista,27.0,Striker,Valencia,£3.60m,6.50154966048,in,Summer,La Liga,2006,2006/2007
3450,Atlético Madrid,José Manuel Jurado,20.0,Attacking Midfield,Real Madrid,£2.70m,4.876162245360001,in,Summer,La Liga,2006,2006/2007
