,year,country,protesterdemand1,protesterdemand2,participants,freedom,counts
12397,1997,South Korea,"political behavior, process",,20000.0,F,1
12398,1997,South Korea,"political behavior, process",,625000.0,F,1
12399,1997,South Korea,"political behavior, process",,25000.0,F,1
12400,1997,South Korea,"political behavior, process",,10000.0,F,1
12401,1997,South Korea,"political behavior, process",,20000.0,F,1
12402,1997,South Korea,"political behavior, process",,1000.0,F,1
12403,1997,South Korea,"political behavior, process",,100000.0,F,1
12404,1997,South Korea,"political behavior, process",,10000.0,F,1
12405,1997,South Korea,"political behavior, process",,3000.0,F,1
12406,1997,South Korea,"political behavior, process",,20000.0,F,1
12407,1997,South Korea,"political behavior, process",,3000.0,F,1
12410,1998,South Korea,"political behavior, process",,1000.0,F,1
12411,1998,South Korea,"political behavior, process",,10000.0,F,1
12412,1998,South Korea,"political behavior, process",,20000.0,F,1
12413,1998,South Korea,"political behavior, process",,120000.0,F,1
12414,1998,South Korea,"political behavior, process",,70000.0,F,1
12415,1998,South Korea,"political behavior, process",,55000.0,F,1
12417,1998,South Korea,"political behavior, process",,5000.0,F,1
12418,1998,South Korea,"political behavior, process",,2000.0,F,1
12419,1998,South Korea,"political behavior, process",,50000.0,F,1
12420,1998,South Korea,"political behavior, process",,20000.0,F,1
12422,1999,South Korea,"political behavior, process",,1000.0,F,1
12423,1999,South Korea,"political behavior, process",,20000.0,F,1
12424,1999,South Korea,labor wage dispute,,4000.0,F,1
12426,1999,South Korea,labor wage dispute,,1000.0,F,1
12427,1999,South Korea,labor wage dispute,,6000.0,F,1
12428,1999,South Korea,labor wage dispute,,4000.0,F,1
12429,1999,South Korea,labor wage dispute,,30000.0,F,1
12430,1999,South Korea,labor wage dispute,,25000.0,F,1
12431,1999,South Korea,labor wage dispute,,5000.0,F,1
12432,1999,South Korea,"political behavior, process",,25000.0,F,1
12433,1999,South Korea,labor wage dispute,,10000.0,F,1
12434,1999,South Korea,"political behavior, process",,4000.0,F,1
12435,1999,South Korea,"political behavior, process",,10000.0,F,1
12436,1999,South Korea,"political behavior, process",,3000.0,F,1
12438,1999,South Korea,"political behavior, process",,20000.0,F,1
12439,1999,South Korea,labor wage dispute,,24000.0,F,1
12440,2000,South Korea,"political behavior, process",,15000.0,F,1
12442,2000,South Korea,"political behavior, process",,20000.0,F,1
12443,2000,South Korea,labor wage dispute,,70000.0,F,1
12445,2000,South Korea,labor wage dispute,,20000.0,F,1
12446,2000,South Korea,police brutality,,1000.0,F,1
12447,2000,South Korea,labor wage dispute,,15000.0,F,1
12449,2000,South Korea,labor wage dispute,,70000.0,F,1
12450,2000,South Korea,"political behavior, process",,30000.0,F,1
12452,2000,South Korea,"political behavior, process",,20000.0,F,1
12454,2000,South Korea,"political behavior, process",,16000.0,F,1
12455,2000,South Korea,labor wage dispute,,15000.0,F,1
12456,2000,South Korea,labor wage dispute,,14000.0,F,1
12457,2000,South Korea,labor wage dispute,,30000.0,F,1
12458,2000,South Korea,labor wage dispute,,1000.0,F,1
12459,2000,South Korea,"political behavior, process",,10000.0,F,1
12460,2000,South Korea,"political behavior, process",,1000.0,F,1
12461,2000,South Korea,labor wage dispute,,10000.0,F,1
12462,2000,South Korea,labor wage dispute,,2000.0,F,1
12463,2000,South Korea,labor wage dispute,,20000.0,F,1
12465,2000,South Korea,labor wage dispute,,15000.0,F,1
12466,2000,South Korea,"political behavior, process",,25000.0,F,1
12467,2000,South Korea,labor wage dispute,,8000.0,F,1
12469,2001,South Korea,labor wage dispute,,1000.0,F,1
12471,2001,South Korea,"political behavior, process",,2000.0,F,1
12473,2001,South Korea,"political behavior, process",,60000.0,F,1
12474,2001,South Korea,labor wage dispute,,60000.0,F,1
12475,2001,South Korea,police brutality,,3500.0,F,1
12477,2001,South Korea,"political behavior, process",,25000.0,F,1
12479,2001,South Korea,labor wage dispute,,20000.0,F,1
12481,2001,South Korea,labor wage dispute,,10000.0,F,1
12482,2001,South Korea,land farm issue,,20000.0,F,1
12483,2001,South Korea,labor wage dispute,,12000.0,F,1
12484,2002,South Korea,labor wage dispute,,50000.0,F,1
12485,2002,South Korea,labor wage dispute,,5300.0,F,1
12486,2002,South Korea,labor wage dispute,,1000.0,F,1
12488,2002,South Korea,labor wage dispute,,1000.0,F,1
12491,2002,South Korea,labor wage dispute,,10000.0,F,1
12493,2002,South Korea,labor wage dispute,,3000.0,F,1
12495,2002,South Korea,labor wage dispute,,102000.0,F,1
12496,2002,South Korea,"political behavior, process",,20000.0,F,1
12497,2003,South Korea,labor wage dispute,,6000.0,F,1
12500,2003,South Korea,labor wage dispute,,32000.0,F,1
12501,2003,South Korea,labor wage dispute,,2000.0,F,1
12502,2003,South Korea,"political behavior, process",,1000.0,F,1
12503,2003,South Korea,labor wage dispute,,15000.0,F,1
12505,2003,South Korea,"political behavior, process",,5800.0,F,1
12506,2003,South Korea,labor wage dispute,,66000.0,F,1
12507,2003,South Korea,labor wage dispute,,90000.0,F,1
12509,2003,South Korea,labor wage dispute,,30000.0,F,1
12511,2003,South Korea,"political behavior, process",,4200.0,F,1
12512,2003,South Korea,"political behavior, process",,35000.0,F,1
12513,2003,South Korea,"political behavior, process",,50000.0,F,1
12514,2003,South Korea,"political behavior, process",,5000.0,F,1
12515,2003,South Korea,"political behavior, process",,2000.0,F,1
12517,2003,South Korea,"political behavior, process",,70000.0,F,1
12518,2003,South Korea,"political behavior, process",,3000.0,F,1
12520,2003,South Korea,labor wage dispute,,1300.0,F,1
12521,2003,South Korea,"political behavior, process",,1500.0,F,1
12522,2003,South Korea,"political behavior, process",,4000.0,F,1
12523,2004,South Korea,"political behavior, process",,2000.0,F,1
12525,2004,South Korea,removal of politician,,10000.0,F,1
12526,2004,South Korea,"political behavior, process",,15000.0,F,1
12527,2004,South Korea,"political behavior, process",,3000.0,F,1
12529,2004,South Korea,"political behavior, process",,30000.0,F,1
12530,2004,South Korea,"political behavior, process",,20000.0,F,1
12531,2004,South Korea,"political behavior, process",,25000.0,F,1
12532,2004,South Korea,"political behavior, process",,20000.0,F,1
12535,2004,South Korea,"political behavior, process",,6000.0,F,1
12536,2004,South Korea,"political behavior, process",,3500.0,F,1
12537,2004,South Korea,"political behavior, process",,3000.0,F,1
12538,2004,South Korea,"political behavior, process",,3000.0,F,1
12539,2004,South Korea,"political behavior, process",,2500.0,F,1
12541,2004,South Korea,"political behavior, process",,5000.0,F,1
12543,2004,South Korea,"political behavior, process",,10000.0,F,1
12546,2004,South Korea,"political behavior, process",,5500.0,F,1
12547,2004,South Korea,"political behavior, process",,2000.0,F,1
12548,2004,South Korea,land farm issue,,15000.0,F,1
12549,2004,South Korea,"political behavior, process",,20000.0,F,1
12550,2004,South Korea,"political behavior, process",,5000.0,F,1
12551,2004,South Korea,"political behavior, process",,50000.0,F,1
12553,2004,South Korea,land farm issue,,6000.0,F,1
12555,2005,South Korea,"political behavior, process",,10000.0,F,1
12556,2005,South Korea,"political behavior, process",,61000.0,F,1
12558,2005,South Korea,land farm issue,,3000.0,F,1
12559,2005,South Korea,labor wage dispute,,20000.0,F,1
12560,2005,South Korea,"political behavior, process",,7000.0,F,1
12561,2005,South Korea,"political behavior, process",,2000.0,F,1
12562,2005,South Korea,"political behavior, process",,2000.0,F,1
12563,2005,South Korea,"political behavior, process",,20000.0,F,1
12566,2005,South Korea,"political behavior, process",,150000.0,F,1
12567,2005,South Korea,"political behavior, process",,70000.0,F,1
12568,2005,South Korea,"political behavior, process",,5000.0,F,1
12570,2006,South Korea,labor wage dispute,,50000.0,F,1
12571,2006,South Korea,"political behavior, process",,1000.0,F,1
12572,2006,South Korea,"political behavior, process",,1000.0,F,1
12573,2006,South Korea,"political behavior, process",,6000.0,F,1
12575,2006,South Korea,"political behavior, process",,100000.0,F,1
12576,2006,South Korea,"political behavior, process",,1000.0,F,1
12577,2006,South Korea,"political behavior, process",,10000.0,F,1
12578,2006,South Korea,"political behavior, process",,2000.0,F,1
12579,2006,South Korea,"political behavior, process",,1500.0,F,1
12580,2006,South Korea,labor wage dispute,,10000.0,F,1
12581,2006,South Korea,labor wage dispute,,60000.0,F,1
12582,2006,South Korea,labor wage dispute,,57000.0,F,1
12583,2006,South Korea,"political behavior, process",,25000.0,F,1
12584,2006,South Korea,"political behavior, process",,20000.0,F,1
12585,2006,South Korea,"political behavior, process",,21000.0,F,1
12586,2007,South Korea,"political behavior, process",,4000.0,F,1
12587,2007,South Korea,"political behavior, process",,5000.0,F,1
12588,2007,South Korea,"political behavior, process",,3000.0,F,1
12589,2007,South Korea,"political behavior, process",,66000.0,F,1
12590,2007,South Korea,"political behavior, process",,8000.0,F,1
12591,2007,South Korea,"political behavior, process",,4000.0,F,1
12592,2007,South Korea,"political behavior, process",,10000.0,F,1
12593,2007,South Korea,"political behavior, process",,1300.0,F,1
12594,2007,South Korea,"political behavior, process",,30000.0,F,1
12595,2007,South Korea,"political behavior, process",,20000.0,F,1
12596,2007,South Korea,"political behavior, process",,25000.0,F,1
12597,2008,South Korea,land farm issue,,3500.0,F,1
12598,2008,South Korea,"political behavior, process",,7000.0,F,1
12599,2008,South Korea,"political behavior, process",,10000.0,F,1
12600,2008,South Korea,"political behavior, process",,7000.0,F,1
12601,2008,South Korea,"political behavior, process",,50000.0,F,1
12602,2008,South Korea,"political behavior, process",,40000.0,F,1
12603,2008,South Korea,"political behavior, process",,500000.0,F,1
12604,2008,South Korea,"political behavior, process",,11000.0,F,1
12605,2008,South Korea,"political behavior, process",,18000.0,F,1
12607,2008,South Korea,"political behavior, process",,60000.0,F,1
12609,2008,South Korea,labor wage dispute,,20000.0,F,1
12610,2008,South Korea,"political behavior, process",,33000.0,F,1
12612,2009,South Korea,police brutality,,1300.0,F,1
12613,2009,South Korea,"political behavior, process",,1000.0,F,1
12614,2009,South Korea,"political behavior, process",,33000.0,F,1
12615,2009,South Korea,"political behavior, process",,3000.0,F,1
12616,2009,South Korea,"political behavior, process",,1000.0,F,1
12617,2009,South Korea,land farm issue,,2000.0,F,1
12618,2009,South Korea,"political behavior, process",,60000.0,F,1
12619,2009,South Korea,land farm issue,,30000.0,F,1
12620,2010,South Korea,"political behavior, process",,30000.0,F,1
12621,2011,South Korea,"price increases, tax policy",,1000.0,F,1
12623,2011,South Korea,"political behavior, process",,1000.0,F,1
12628,2015,South Korea,"political behavior, process",,1000.0,F,1
12629,2015,South Korea,"political behavior, process",removal of politician,1000.0,F,1
12630,2015,South Korea,"political behavior, process",,30000.0,F,1
12631,2015,South Korea,labor wage dispute,,20000.0,F,1
12636,2015,South Korea,"political behavior, process",labor wage dispute,130000.0,F,1
12637,2015,South Korea,"political behavior, process",labor wage dispute,14000.0,F,1
12639,2016,South Korea,"political behavior, process",,1000.0,F,1
12643,2017,South Korea,"political behavior, process",,10000.0,F,1
12649,2018,South Korea,"political behavior, process",,70000.0,F,1
12652,1990,Japan,police brutality,,1500.0,F,1
12653,1990,Japan,"political behavior, process",,2000.0,F,1
12654,1990,Japan,"political behavior, process",,50000.0,F,1
12655,1991,Japan,labor wage dispute,,1300.0,F,1
12656,1991,Japan,land farm issue,,50000.0,F,1
12659,1992,Japan,social restrictions,,10000.0,F,1
12662,1992,Japan,land farm issue,,1000.0,F,1
12664,1993,Japan,"price increases, tax policy",,5000.0,F,1
12667,1997,Japan,"price increases, tax policy",,1000.0,F,1
12668,1997,Japan,"price increases, tax policy",,50000.0,F,1
12671,1999,Japan,labor wage dispute,,3000.0,F,1
12672,2000,Japan,land farm issue,,27000.0,F,1
12673,2004,Japan,,,1000.0,F,1
12674,2006,Japan,"political behavior, process",,1000.0,F,1
12675,2006,Japan,"political behavior, process",,10300.0,F,1
12676,2007,Japan,"political behavior, process",,1000.0,F,1
12677,2007,Japan,"political behavior, process",,110000.0,F,1
12682,2009,Japan,"political behavior, process",,21000.0,F,1
12684,2010,Japan,"political behavior, process",,90000.0,F,1
12686,2011,Japan,"political behavior, process",land farm issue,20000.0,F,1
12687,2012,Japan,"political behavior, process",,20000.0,F,1
12688,2012,Japan,"political behavior, process",,11000.0,F,1
12689,2012,Japan,"political behavior, process",,170000.0,F,1
12690,2012,Japan,"political behavior, process",,1000.0,F,1
12691,2012,Japan,"political behavior, process",,10000.0,F,1
12692,2013,Japan,"political behavior, process",land farm issue,4000.0,F,1
12694,2013,Japan,"political behavior, process",,2000.0,F,1
12696,2014,Japan,"political behavior, process",,1000.0,F,1
12697,2015,Japan,"political behavior, process",land farm issue,2000.0,F,1
12699,2015,Japan,"political behavior, process",,35000.0,F,1
12701,2015,Japan,"political behavior, process",removal of politician,100000.0,F,1
12702,2015,Japan,"political behavior, process",removal of politician,3000.0,F,1
12703,2015,Japan,removal of politician,"political behavior, process",1000.0,F,1
12704,2015,Japan,"political behavior, process",land farm issue,22000.0,F,1
12705,2015,Japan,"political behavior, process",,35000.0,F,1
12709,1990,India,"political behavior, process",,1000.0,F,1
12710,1990,India,"political behavior, process",,400000.0,F,1
12712,1990,India,"political behavior, process",,100000.0,F,1
12713,1990,India,police brutality,,15000.0,F,1
12715,1990,India,"political behavior, process",,2000.0,F,1
12717,1990,India,"political behavior, process",,1000.0,F,1
12718,1991,India,"political behavior, process",,2000.0,PF,1
12720,1992,India,"political behavior, process",,1000000.0,PF,1
12721,1992,India,"political behavior, process",,1000.0,PF,1
12722,1993,India,"political behavior, process",,1000.0,PF,1
12723,1993,India,police brutality,,1000.0,PF,1
12725,1994,India,"political behavior, process",,4000.0,PF,1
12726,1994,India,"political behavior, process",,100000.0,PF,1
12727,1994,India,"political behavior, process",,7000.0,PF,1
12729,1994,India,"political behavior, process",,50000.0,PF,1
12733,1996,India,social restrictions,,1300.0,PF,1
12734,1996,India,"political behavior, process",,1000.0,PF,1
12735,1997,India,"political behavior, process",,6000.0,PF,1
12736,1997,India,police brutality,,1000.0,PF,1
12737,1997,India,land farm issue,,10000.0,PF,1
12738,1998,India,land farm issue,,25000.0,F,1
12740,1998,India,"political behavior, process",,1000.0,F,1
12741,1998,India,"political behavior, process",,2000.0,F,1
12742,1998,India,"political behavior, process",,1000.0,F,1
12743,1998,India,police brutality,,10000.0,F,1
12746,2000,India,"political behavior, process",,1000.0,F,1
12747,2000,India,police brutality,,1000.0,F,1
12749,2000,India,labor wage dispute,,1000.0,F,1
12750,2001,India,police brutality,,3000.0,F,1
12751,2001,India,police brutality,,3000.0,F,1
12754,2001,India,"political behavior, process",,2000.0,F,1
12756,2001,India,"political behavior, process",,50000.0,F,1
12757,2001,India,"political behavior, process",,8000.0,F,1
12760,2002,India,"political behavior, process",,1000.0,F,1
12761,2002,India,social restrictions,,1000.0,F,1
12762,2002,India,police brutality,,1000.0,F,1
12763,2004,India,police brutality,,1000.0,F,1
12764,2004,India,"political behavior, process",,5000.0,F,1
12766,2004,India,social restrictions,,10000.0,F,1
12767,2005,India,"political behavior, process",,1000.0,F,1
12772,2006,India,"price increases, tax policy",,1000.0,F,1
12773,2006,India,labor wage dispute,,1000.0,F,1
12776,2006,India,"political behavior, process",,1000.0,F,1
12777,2006,India,"political behavior, process",,1000.0,F,1
12778,2006,India,land farm issue,,1000.0,F,1
12779,2006,India,"political behavior, process",,1000.0,F,1
12780,2006,India,labor wage dispute,,17000.0,F,1
12781,2007,India,"political behavior, process",,1000.0,F,1
12782,2007,India,police brutality,,1000.0,F,1
12783,2007,India,"price increases, tax policy",,1000.0,F,1
12784,2007,India,land farm issue,,4000.0,F,1
12786,2007,India,land farm issue,,40000.0,F,1
12791,2007,India,social restrictions,,1000.0,F,1
12793,2007,India,"political behavior, process",,1000.0,F,1
12794,2007,India,land farm issue,,25000.0,F,1
12796,2008,India,social restrictions,,1000.0,F,1
12798,2008,India,land farm issue,,10000.0,F,1
12799,2008,India,social restrictions,,1000.0,F,1
12801,2008,India,land farm issue,,1000.0,F,1
12802,2008,India,"political behavior, process",,1000.0,F,1
12803,2008,India,police brutality,,1000.0,F,1
12804,2008,India,land farm issue,,1000.0,F,1
12805,2008,India,land farm issue,,10000.0,F,1
12807,2008,India,"political behavior, process",,10000.0,F,1
12808,2009,India,social restrictions,,1000.0,F,1
12810,2009,India,"political behavior, process",,10000.0,F,1
12813,2010,India,"price increases, tax policy",,1000.0,F,1
12816,2010,India,"price increases, tax policy",,1000.0,F,1
12818,2010,India,"political behavior, process",,1000.0,F,1
12819,2010,India,"political behavior, process",,1000.0,F,1
12821,2011,India,"price increases, tax policy","political behavior, process",10000.0,F,1
12822,2011,India,"political behavior, process",,1000.0,F,1
12825,2011,India,"political behavior, process",,60000.0,F,1
12826,2011,India,"political behavior, process",,1000.0,F,1
12827,2011,India,"political behavior, process",,10000.0,F,1
12829,2011,India,"political behavior, process",,5000.0,F,1
12832,2012,India,"price increases, tax policy",,1000000.0,F,1
12833,2012,India,"price increases, tax policy",,10000.0,F,1
12834,2012,India,"political behavior, process",,1000.0,F,1
12835,2012,India,"political behavior, process",,1000.0,F,1
12836,2012,India,"political behavior, process",,1000.0,F,1
12837,2012,India,"price increases, tax policy","political behavior, process",1000000.0,F,1
12838,2012,India,"political behavior, process",,10000.0,F,1
12839,2013,India,"political behavior, process","price increases, tax policy",1000000.0,F,1
12846,2013,India,"political behavior, process",,1000.0,F,1
12850,2014,India,"political behavior, process",social restrictions,3000.0,F,1
12862,2015,India,"political behavior, process",,1000.0,F,1
12867,2015,India,land farm issue,"political behavior, process",10000.0,F,1
12870,2015,India,"political behavior, process",social restrictions,500000.0,F,1
12873,2016,India,"political behavior, process",social restrictions,1000.0,F,1
12880,2017,India,"political behavior, process",social restrictions,1000.0,F,1
12886,2017,India,"political behavior, process",,1000.0,F,1
12889,2017,India,"political behavior, process",,10000.0,F,1
12892,2018,India,social restrictions,"political behavior, process",1000.0,F,1
12893,2018,India,"political behavior, process",,2000.0,F,1
12895,2018,India,social restrictions,"political behavior, process",100000.0,F,1
12896,2018,India,"political behavior, process",,1000.0,F,1
12899,2018,India,land farm issue,,1000.0,F,1
12902,2018,India,"political behavior, process",social restrictions,2000.0,F,1
12903,2018,India,"political behavior, process",social restrictions,1000.0,F,1
12904,2018,India,"political behavior, process",,10000.0,F,1
12906,2019,India,"political behavior, process",social restrictions,3000000.0,F,1
12909,2019,India,"political behavior, process",removal of politician,1000.0,F,1
12913,1990,Pakistan,"political behavior, process",,1000000.0,PF,1
12915,1990,Pakistan,social restrictions,,10000.0,PF,1
12916,1990,Pakistan,"political behavior, process",,1000.0,PF,1
12917,1990,Pakistan,"political behavior, process",,1000.0,PF,1
12918,1991,Pakistan,"political behavior, process",,1000.0,PF,1
12919,1991,Pakistan,"political behavior, process",,7000.0,PF,1
12920,1991,Pakistan,"political behavior, process",,2000.0,PF,1
12922,1992,Pakistan,"political behavior, process",,3000.0,PF,1
12923,1992,Pakistan,"political behavior, process",,40000.0,PF,1
12924,1992,Pakistan,"political behavior, process",,10000.0,PF,1
12925,1992,Pakistan,"political behavior, process",,10000.0,PF,1
12932,1996,Pakistan,"price increases, tax policy",,1000.0,PF,1
12934,1996,Pakistan,removal of politician,,4000.0,PF,1
12936,1997,Pakistan,"political behavior, process",,4000.0,PF,1
12937,1997,Pakistan,"political behavior, process",,5000.0,PF,1
12939,1998,Pakistan,social restrictions,,2000.0,PF,1
12940,1998,Pakistan,social restrictions,,1500.0,PF,1
12941,1998,Pakistan,"political behavior, process",,1000.0,PF,1
12942,1998,Pakistan,social restrictions,,1000.0,PF,1
12944,1999,Pakistan,social restrictions,,3000.0,NF,1
12946,1999,Pakistan,"political behavior, process",,30000.0,NF,1
12947,1999,Pakistan,removal of politician,,40000.0,NF,1
12948,1999,Pakistan,"political behavior, process",,1000.0,NF,1
12950,2001,Pakistan,"political behavior, process",,1000.0,NF,1
12951,2001,Pakistan,"political behavior, process",,4000.0,NF,1
12953,2001,Pakistan,removal of politician,,1000.0,NF,1
12954,2001,Pakistan,"political behavior, process",,1000.0,NF,1
12955,2001,Pakistan,"political behavior, process",,15000.0,NF,1
12956,2001,Pakistan,"political behavior, process",,1000.0,NF,1
12957,2001,Pakistan,removal of politician,,1000.0,NF,1
12958,2001,Pakistan,"political behavior, process",,10000.0,NF,1
12959,2001,Pakistan,"political behavior, process",,1000.0,NF,1
12960,2001,Pakistan,"political behavior, process",,15000.0,NF,1
12961,2001,Pakistan,"political behavior, process",,1000.0,NF,1
12965,2002,Pakistan,"political behavior, process",,1000.0,NF,1
12966,2003,Pakistan,"political behavior, process",,1000.0,NF,1
12967,2003,Pakistan,"political behavior, process",,200000.0,NF,1
12968,2003,Pakistan,"political behavior, process",,100000.0,NF,1
12969,2003,Pakistan,"political behavior, process",,1000.0,NF,1
12971,2004,Pakistan,"political behavior, process",,4000.0,NF,1
12973,2005,Pakistan,"political behavior, process",,10000.0,NF,1
12974,2005,Pakistan,social restrictions,,1000.0,NF,1
12978,2005,Pakistan,"political behavior, process",,1000.0,NF,1
12981,2006,Pakistan,"political behavior, process",,10000.0,NF,1
12982,2006,Pakistan,"political behavior, process",,10000.0,NF,1
12986,2006,Pakistan,"political behavior, process",,10000.0,NF,1
12987,2006,Pakistan,"political behavior, process",,1000.0,NF,1
12989,2007,Pakistan,"political behavior, process",,1000.0,NF,1
12990,2007,Pakistan,"political behavior, process",,1000.0,NF,1
12991,2007,Pakistan,"political behavior, process",,2000.0,NF,1
12992,2007,Pakistan,"political behavior, process",,10000.0,NF,1
12993,2007,Pakistan,removal of politician,,10000.0,NF,1
12995,2007,Pakistan,"political behavior, process",,1000.0,NF,1
12996,2007,Pakistan,social restrictions,,1000.0,NF,1
12997,2007,Pakistan,"political behavior, process",,1000.0,NF,1
13000,2007,Pakistan,"political behavior, process",,1000.0,NF,1
13003,2007,Pakistan,"political behavior, process",,1000.0,NF,1
13007,2007,Pakistan,"political behavior, process",,10000.0,NF,1
13013,2008,Pakistan,removal of politician,,1000.0,PF,1
13014,2008,Pakistan,"political behavior, process",,10000.0,PF,1
13016,2008,Pakistan,"price increases, tax policy",,1000.0,PF,1
13017,2009,Pakistan,"political behavior, process",,1000.0,PF,1
13018,2009,Pakistan,"political behavior, process",,1000.0,PF,1
13024,2010,Pakistan,"political behavior, process",,1000.0,PF,1
13027,2010,Pakistan,"political behavior, process",social restrictions,1000.0,PF,1
13028,2011,Pakistan,"political behavior, process",social restrictions,10000.0,PF,1
13029,2011,Pakistan,"political behavior, process",,15000.0,PF,1
13031,2011,Pakistan,"political behavior, process",,2000.0,PF,1
13032,2011,Pakistan,"political behavior, process",,2000.0,PF,1
13036,2011,Pakistan,"political behavior, process",,1000.0,PF,1
13037,2011,Pakistan,removal of politician,,1000.0,PF,1
13038,2011,Pakistan,"political behavior, process",removal of politician,100000.0,PF,1
13039,2011,Pakistan,"political behavior, process",,100000.0,PF,1
13041,2012,Pakistan,"political behavior, process",,8000.0,PF,1
13045,2012,Pakistan,"political behavior, process",,100000.0,PF,1
13046,2013,Pakistan,"political behavior, process",removal of politician,8000.0,PF,1
13047,2013,Pakistan,"political behavior, process",removal of politician,40000.0,PF,1
13049,2013,Pakistan,"political behavior, process",,4000.0,PF,1
13053,2013,Pakistan,"political behavior, process",social restrictions,1000.0,PF,1
13057,2014,Pakistan,removal of politician,,10000.0,PF,1
13058,2014,Pakistan,removal of politician,,10000.0,PF,1
13059,2014,Pakistan,removal of politician,,80000.0,PF,1
13070,2017,Pakistan,removal of politician,,1000.0,PF,1
13074,2017,Pakistan,"political behavior, process",,1000000.0,PF,1
13078,2018,Pakistan,social restrictions,"political behavior, process",10000.0,PF,1
13079,2018,Pakistan,social restrictions,"political behavior, process",1000.0,PF,1
13080,2018,Pakistan,social restrictions,"political behavior, process",1000.0,PF,1
13082,2018,Pakistan,"political behavior, process",,10000.0,PF,1
13091,1990,Bangladesh,removal of politician,,3000.0,PF,1
13092,1990,Bangladesh,"political behavior, process",,1000.0,PF,1
13093,1990,Bangladesh,"political behavior, process",,2000.0,PF,1
13094,1990,Bangladesh,removal of politician,,100000.0,PF,1
13096,1992,Bangladesh,"political behavior, process",,1000.0,F,1
13097,1992,Bangladesh,"political behavior, process",,1000.0,F,1
13100,1992,Bangladesh,"political behavior, process",,20000.0,F,1
13101,1994,Bangladesh,labor wage dispute,,10000.0,PF,1
13102,1994,Bangladesh,"political behavior, process",,5000.0,PF,1
13103,1994,Bangladesh,"political behavior, process",,1000.0,PF,1
13104,1994,Bangladesh,"political behavior, process",,1000.0,PF,1
13106,1994,Bangladesh,"political behavior, process",,200000.0,PF,1
13107,1994,Bangladesh,"political behavior, process",,1000.0,PF,1
13108,1994,Bangladesh,"political behavior, process",,1000.0,PF,1
13111,1994,Bangladesh,"political behavior, process",,1000.0,PF,1
13112,1994,Bangladesh,removal of politician,,10000.0,PF,1
13113,1994,Bangladesh,removal of politician,,5000.0,PF,1
13116,1995,Bangladesh,removal of politician,,50000.0,PF,1
13118,1995,Bangladesh,removal of politician,,10000.0,PF,1
13127,1996,Bangladesh,removal of politician,,3000.0,PF,1
13129,1996,Bangladesh,"political behavior, process",,30000.0,PF,1
13131,1996,Bangladesh,removal of politician,,5000.0,PF,1
13132,1996,Bangladesh,"political behavior, process",,5000.0,PF,1
13135,1997,Bangladesh,labor wage dispute,,6000.0,PF,1
13138,1997,Bangladesh,"political behavior, process",,80000.0,PF,1
13141,1997,Bangladesh,"political behavior, process",,1000.0,PF,1
13148,1998,Bangladesh,"political behavior, process",,1000.0,PF,1
13151,1998,Bangladesh,"political behavior, process",,1000.0,PF,1
13152,1998,Bangladesh,police brutality,,6000.0,PF,1
13160,1999,Bangladesh,"price increases, tax policy",,5000.0,PF,1
13164,1999,Bangladesh,removal of politician,,13000.0,PF,1
13169,1999,Bangladesh,removal of politician,,25000.0,PF,1
13175,1999,Bangladesh,removal of politician,,10000.0,PF,1
13183,2000,Bangladesh,removal of politician,,20000.0,PF,1
13184,2000,Bangladesh,removal of politician,,10000.0,PF,1
13185,2000,Bangladesh,"political behavior, process",,5000.0,PF,1
13187,2000,Bangladesh,"political behavior, process",,1000.0,PF,1
13190,2000,Bangladesh,"political behavior, process",,93000.0,PF,1
13198,2002,Bangladesh,"political behavior, process",,1000.0,PF,1
13203,2003,Bangladesh,labor wage dispute,,7000000.0,PF,1
13204,2003,Bangladesh,"political behavior, process",,1000.0,PF,1
13205,2004,Bangladesh,"political behavior, process",,1000.0,PF,1
13206,2004,Bangladesh,police brutality,,1000.0,PF,1
13208,2004,Bangladesh,police brutality,,20000.0,PF,1
13210,2004,Bangladesh,police brutality,,1000.0,PF,1
13217,2005,Bangladesh,police brutality,,1000.0,PF,1
13219,2005,Bangladesh,removal of politician,,1000.0,PF,1
13223,2005,Bangladesh,"political behavior, process",,10000.0,PF,1
13235,2006,Bangladesh,social restrictions,,1000.0,PF,1
13237,2006,Bangladesh,"political behavior, process",,1000.0,PF,1
13239,2007,Bangladesh,"political behavior, process",,1000.0,PF,1
13242,2008,Bangladesh,police brutality,,1000.0,PF,1
13246,2008,Bangladesh,"political behavior, process",,10000.0,PF,1
13248,2008,Bangladesh,police brutality,,5000.0,PF,1
13251,2010,Bangladesh,"political behavior, process",,1000.0,PF,1
13255,2011,Bangladesh,removal of politician,,1000.0,PF,1
13259,2011,Bangladesh,police brutality,,20000.0,PF,1
13263,2011,Bangladesh,police brutality,"price increases, tax policy",10000.0,PF,1
13274,2011,Bangladesh,police brutality,,1000.0,PF,1
13278,2011,Bangladesh,"political behavior, process",,1000.0,PF,1
13280,2011,Bangladesh,"price increases, tax policy","political behavior, process",10000.0,PF,1
13283,2011,Bangladesh,"political behavior, process",police brutality,1000.0,PF,1
13284,2011,Bangladesh,removal of politician,police brutality,1000.0,PF,1
13285,2011,Bangladesh,police brutality,,1000.0,PF,1
13292,2011,Bangladesh,police brutality,,1000.0,PF,1
13297,2011,Bangladesh,"political behavior, process",,1000.0,PF,1
