"SEX","GEO","TIME","CATEGORY","NACE_R2","AGE","UNIT","Value","Flag and Footnotes"
"Females","Denmark","2016","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","6.4","b"
"Females","Denmark","2016","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","4.7","b"
"Females","Denmark","2016","Scientists and engineers","Services","From 15 to 74 years","Thousand","128.5","b"
"Females","Denmark","2016","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","121.4","b"
"Females","Denmark","2016","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand",":","bu"
"Females","Denmark","2017","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","146.0","b"
"Females","Denmark","2017","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","11.9","b"
"Females","Denmark","2017","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","8.5","b"
"Females","Denmark","2017","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","6.7","b"
"Females","Denmark","2017","Scientists and engineers","Services","From 15 to 74 years","Thousand","135.6","b"
"Females","Denmark","2017","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","127.1","b"
"Females","Denmark","2017","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand",":","bu"
"Females","Denmark","2018","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","153.6",""
"Females","Denmark","2018","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","12.7",""
"Females","Denmark","2018","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","10.1",""
"Females","Denmark","2018","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","8.1",""
"Females","Denmark","2018","Scientists and engineers","Services","From 15 to 74 years","Thousand","142.4",""
"Females","Denmark","2018","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","132.4",""
"Females","Denmark","2018","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand",":","u"
"Females","Denmark","2019","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","162.3",""
"Females","Denmark","2019","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","13.0",""
"Females","Denmark","2019","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","10.3",""
"Females","Denmark","2019","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","7.5",""
"Females","Denmark","2019","Scientists and engineers","Services","From 15 to 74 years","Thousand","150.2",""
"Females","Denmark","2019","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","138.8",""
"Females","Denmark","2019","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand",":","u"
"Females","Germany (until 1990 former territory of the FRG)","2016","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","1,050.3",""
"Females","Germany (until 1990 former territory of the FRG)","2016","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","74.6",""
"Females","Germany (until 1990 former territory of the FRG)","2016","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","88.9",""
"Females","Germany (until 1990 former territory of the FRG)","2016","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","57.9",""
"Females","Germany (until 1990 former territory of the FRG)","2016","Scientists and engineers","Services","From 15 to 74 years","Thousand","927.2",""
"Females","Germany (until 1990 former territory of the FRG)","2016","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","824.5",""
"Females","Germany (until 1990 former territory of the FRG)","2016","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","34.2",""
"Females","Germany (until 1990 former territory of the FRG)","2017","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","1,072.4",""
"Females","Germany (until 1990 former territory of the FRG)","2017","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","77.9",""
"Females","Germany (until 1990 former territory of the FRG)","2017","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","91.1",""
"Females","Germany (until 1990 former territory of the FRG)","2017","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","58.5",""
"Females","Germany (until 1990 former territory of the FRG)","2017","Scientists and engineers","Services","From 15 to 74 years","Thousand","945.2",""
"Females","Germany (until 1990 former territory of the FRG)","2017","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","833.7",""
"Females","Germany (until 1990 former territory of the FRG)","2017","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","36.1",""
"Females","Germany (until 1990 former territory of the FRG)","2018","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","1,074.7",""
"Females","Germany (until 1990 former territory of the FRG)","2018","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","82.2",""
"Females","Germany (until 1990 former territory of the FRG)","2018","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","94.2",""
"Females","Germany (until 1990 former territory of the FRG)","2018","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","62.0",""
"Females","Germany (until 1990 former territory of the FRG)","2018","Scientists and engineers","Services","From 15 to 74 years","Thousand","947.7",""
"Females","Germany (until 1990 former territory of the FRG)","2018","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","838.2",""
"Females","Germany (until 1990 former territory of the FRG)","2018","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","32.7",""
"Females","Germany (until 1990 former territory of the FRG)","2019","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","1,117.2",""
"Females","Germany (until 1990 former territory of the FRG)","2019","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","82.9",""
"Females","Germany (until 1990 former territory of the FRG)","2019","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","99.1",""
"Females","Germany (until 1990 former territory of the FRG)","2019","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","66.3",""
"Females","Germany (until 1990 former territory of the FRG)","2019","Scientists and engineers","Services","From 15 to 74 years","Thousand","978.8",""
"Females","Germany (until 1990 former territory of the FRG)","2019","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","867.6",""
"Females","Germany (until 1990 former territory of the FRG)","2019","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","39.3",""
"Females","Estonia","2016","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","20.6",""
"Females","Estonia","2016","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","2.6",""
"Females","Estonia","2016","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","3.0",""
"Females","Estonia","2016","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand",":","u"
"Females","Estonia","2016","Scientists and engineers","Services","From 15 to 74 years","Thousand","16.7",""
"Females","Estonia","2016","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","13.9",""
"Females","Estonia","2016","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand",":","u"
"Females","Estonia","2017","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","19.1",""
"Females","Estonia","2017","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","2.7",""
"Females","Estonia","2017","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","2.7",""
"Females","Estonia","2017","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand",":","u"
"Females","Estonia","2017","Scientists and engineers","Services","From 15 to 74 years","Thousand","15.7",""
"Females","Estonia","2017","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","12.9",""
"Females","Estonia","2017","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand",":","u"
"Females","Estonia","2018","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","20.9",""
"Females","Estonia","2018","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","3.5",""
"Females","Estonia","2018","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","2.1","u"
"Females","Estonia","2018","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand",":","u"
"Females","Estonia","2018","Scientists and engineers","Services","From 15 to 74 years","Thousand","17.9",""
"Females","Estonia","2018","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","15.4",""
"Females","Estonia","2018","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand",":","u"
"Females","Estonia","2019","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","25.2",""
"Females","Estonia","2019","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","4.1",""
"Females","Estonia","2019","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","2.1","u"
"Females","Estonia","2019","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand",":","u"
"Females","Estonia","2019","Scientists and engineers","Services","From 15 to 74 years","Thousand","21.9",""
"Females","Estonia","2019","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","20.4",""
"Females","Estonia","2019","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","1.2","u"
"Females","Ireland","2016","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","107.8",""
"Females","Ireland","2016","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","14.6",""
"Females","Ireland","2016","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","10.1",""
"Females","Ireland","2016","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","7.6",""
"Females","Ireland","2016","Scientists and engineers","Services","From 15 to 74 years","Thousand","97.1",""
"Females","Ireland","2016","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","92.1",""
"Females","Ireland","2016","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand",":","u"
"Females","Ireland","2017","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","116.3","b"
"Females","Ireland","2017","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","14.0","b"
"Females","Ireland","2017","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","9.7","b"
"Females","Ireland","2017","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","5.8","b"
"Females","Ireland","2017","Scientists and engineers","Services","From 15 to 74 years","Thousand","105.2","b"
"Females","Ireland","2017","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","98.7","b"
"Females","Ireland","2017","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand",":","bu"
"Females","Ireland","2018","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","120.4",""
"Females","Ireland","2018","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","14.3",""
"Females","Ireland","2018","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","8.9",""
"Females","Ireland","2018","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","4.6",""
"Females","Ireland","2018","Scientists and engineers","Services","From 15 to 74 years","Thousand","109.5",""
"Females","Ireland","2018","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","105.2",""
"Females","Ireland","2018","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","1.9","u"
"Females","Ireland","2019","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","123.0",""
"Females","Ireland","2019","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","13.9",""
"Females","Ireland","2019","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","7.1",""
"Females","Ireland","2019","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","3.7",""
"Females","Ireland","2019","Scientists and engineers","Services","From 15 to 74 years","Thousand","113.5",""
"Females","Ireland","2019","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","109.2",""
"Females","Ireland","2019","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","2.4","u"
"Females","Greece","2016","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","97.2",""
"Females","Greece","2016","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","4.8",""
"Females","Greece","2016","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","5.6",""
"Females","Greece","2016","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","3.3","u"
"Females","Greece","2016","Scientists and engineers","Services","From 15 to 74 years","Thousand","89.7",""
"Females","Greece","2016","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","79.0",""
"Females","Greece","2016","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","2.0","u"
"Females","Greece","2017","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","98.5",""
"Females","Greece","2017","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","6.0",""
"Females","Greece","2017","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","5.7",""
"Females","Greece","2017","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","3.6",""
"Females","Greece","2017","Scientists and engineers","Services","From 15 to 74 years","Thousand","89.3",""
"Females","Greece","2017","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","77.1",""
"Females","Greece","2017","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","3.5",""
"Females","Greece","2018","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","98.5",""
"Females","Greece","2018","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","5.8",""
"Females","Greece","2018","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","4.2",""
"Females","Greece","2018","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","1.9","u"
"Females","Greece","2018","Scientists and engineers","Services","From 15 to 74 years","Thousand","91.7",""
"Females","Greece","2018","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","80.9",""
"Females","Greece","2018","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","2.6","u"
"Females","Greece","2019","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","105.6",""
"Females","Greece","2019","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","5.3",""
"Females","Greece","2019","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","4.2",""
"Females","Greece","2019","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","1.4","u"
"Females","Greece","2019","Scientists and engineers","Services","From 15 to 74 years","Thousand","97.1",""
"Females","Greece","2019","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","87.8",""
"Females","Greece","2019","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","4.3",""
"Females","Spain","2016","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","645.6",""
"Females","Spain","2016","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","54.8",""
"Females","Spain","2016","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","39.0",""
"Females","Spain","2016","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","24.5",""
"Females","Spain","2016","Scientists and engineers","Services","From 15 to 74 years","Thousand","589.6",""
"Females","Spain","2016","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","533.9",""
"Females","Spain","2016","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","17.0",""
"Females","Spain","2017","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","665.6",""
"Females","Spain","2017","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","55.7",""
"Females","Spain","2017","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","34.8",""
"Females","Spain","2017","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","22.5",""
"Females","Spain","2017","Scientists and engineers","Services","From 15 to 74 years","Thousand","613.3",""
"Females","Spain","2017","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","552.7",""
"Females","Spain","2017","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","17.4",""
"Females","Spain","2018","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","690.6",""
"Females","Spain","2018","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","48.8",""
"Females","Spain","2018","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","41.1",""
"Females","Spain","2018","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","22.5",""
"Females","Spain","2018","Scientists and engineers","Services","From 15 to 74 years","Thousand","631.0",""
"Females","Spain","2018","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","569.0",""
"Females","Spain","2018","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","18.5",""
"Females","Spain","2019","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","743.1",""
"Females","Spain","2019","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","58.8",""
"Females","Spain","2019","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","51.4",""
"Females","Spain","2019","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","27.5",""
"Females","Spain","2019","Scientists and engineers","Services","From 15 to 74 years","Thousand","671.5",""
"Females","Spain","2019","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","605.6",""
"Females","Spain","2019","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","20.1",""
"Females","France","2016","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","714.0",""
"Females","France","2016","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","74.3",""
"Females","France","2016","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","48.6",""
"Females","France","2016","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","28.0",""
"Females","France","2016","Scientists and engineers","Services","From 15 to 74 years","Thousand","641.9",""
"Females","France","2016","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","556.4",""
"Females","France","2016","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","23.6",""
"Females","France","2017","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","729.9",""
"Females","France","2017","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","73.5",""
"Females","France","2017","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","53.4",""
"Females","France","2017","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","31.8",""
"Females","France","2017","Scientists and engineers","Services","From 15 to 74 years","Thousand","648.9",""
"Females","France","2017","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","552.4",""
"Females","France","2017","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","27.7",""
"Females","France","2018","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","748.6",""
"Females","France","2018","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","76.9",""
"Females","France","2018","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","60.2",""
"Females","France","2018","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","31.8",""
"Females","France","2018","Scientists and engineers","Services","From 15 to 74 years","Thousand","665.9",""
"Females","France","2018","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","559.3",""
"Females","France","2018","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","22.5",""
"Females","France","2019","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","810.8",""
"Females","France","2019","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","92.5",""
"Females","France","2019","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","60.1",""
"Females","France","2019","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","33.3",""
"Females","France","2019","Scientists and engineers","Services","From 15 to 74 years","Thousand","729.2",""
"Females","France","2019","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","629.5",""
"Females","France","2019","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","21.6",""
"Females","Croatia","2016","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","39.1",""
"Females","Croatia","2016","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","3.8","u"
"Females","Croatia","2016","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","1.6","u"
"Females","Croatia","2016","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand",":","u"
"Females","Croatia","2016","Scientists and engineers","Services","From 15 to 74 years","Thousand","35.1",""
"Females","Croatia","2016","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","30.7",""
"Females","Croatia","2016","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","2.4","u"
"Females","Croatia","2017","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","41.0",""
"Females","Croatia","2017","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","3.5","u"
"Females","Croatia","2017","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","3.7","u"
"Females","Croatia","2017","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","1.9","u"
"Females","Croatia","2017","Scientists and engineers","Services","From 15 to 74 years","Thousand","34.6",""
"Females","Croatia","2017","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","30.7",""
"Females","Croatia","2017","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","2.7","u"
"Females","Croatia","2018","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","46.1",""
"Females","Croatia","2018","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","6.0","u"
"Females","Croatia","2018","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","5.6","u"
"Females","Croatia","2018","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","3.4","u"
"Females","Croatia","2018","Scientists and engineers","Services","From 15 to 74 years","Thousand","39.0",""
"Females","Croatia","2018","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","34.5",""
"Females","Croatia","2018","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","1.6","u"
"Females","Croatia","2019","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","54.3",""
"Females","Croatia","2019","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","7.7","u"
"Females","Croatia","2019","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","5.0","u"
"Females","Croatia","2019","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","2.7","u"
"Females","Croatia","2019","Scientists and engineers","Services","From 15 to 74 years","Thousand","46.8",""
"Females","Croatia","2019","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","43.1",""
"Females","Croatia","2019","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","2.5","u"
"Females","Italy","2016","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","361.2",""
"Females","Italy","2016","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","40.2",""
"Females","Italy","2016","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","31.3",""
"Females","Italy","2016","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","14.6",""
"Females","Italy","2016","Scientists and engineers","Services","From 15 to 74 years","Thousand","325.0",""
"Females","Italy","2016","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","272.8",""
"Females","Italy","2016","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","4.9",""
"Females","Italy","2017","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","373.1",""
"Females","Italy","2017","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","38.4",""
"Females","Italy","2017","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","30.6",""
"Females","Italy","2017","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","18.4",""
"Females","Italy","2017","Scientists and engineers","Services","From 15 to 74 years","Thousand","333.2",""
"Females","Italy","2017","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","274.8",""
"Females","Italy","2017","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","9.3",""
"Females","Italy","2018","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","381.7",""
"Females","Italy","2018","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","41.5",""
"Females","Italy","2018","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","31.8",""
"Females","Italy","2018","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","20.5",""
"Females","Italy","2018","Scientists and engineers","Services","From 15 to 74 years","Thousand","344.9",""
"Females","Italy","2018","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","280.4",""
"Females","Italy","2018","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","4.9",""
"Females","Italy","2019","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","398.8",""
"Females","Italy","2019","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","47.2",""
"Females","Italy","2019","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","35.5",""
"Females","Italy","2019","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","19.0",""
"Females","Italy","2019","Scientists and engineers","Services","From 15 to 74 years","Thousand","357.3",""
"Females","Italy","2019","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","293.8",""
"Females","Italy","2019","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","6.1",""
"Females","Cyprus","2016","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","11.0",""
